Calladdr,Address,Ordinal,Function,Module
0x01588B44,0x75d0fc80,146,ldap_memfreeA,wldap32.dll
0x01588B48,0x75cdb6f0,38,ldap_value_free,wldap32.dll
0x01588B4C,0x75cd26b0,35,ldap_get_values_len,wldap32.dll
0x01588B50,0x75cf1540,32,ldap_first_attribute,wldap32.dll
0x01588B54,0x75d0fc00,117,ldap_err2stringA,wldap32.dll
0x01588B58,0x75cdb320,41,ldap_msgfree,wldap32.dll
0x01588B5C,0x75d0a560,207,ldap_search_sA,wldap32.dll
0x01588B60,0x75cf4120,60,ldap_simple_bind_s,wldap32.dll
0x01588B64,0x75d01a20,144,ldap_initA,wldap32.dll
0x01588B68,0x75cfb120,211,ldap_set_option,wldap32.dll
0x01588B6C,0x75d09c60,27,ldap_next_entry,wldap32.dll
0x01588B70,0x75cfe7e0,301,ber_free,wldap32.dll
0x01588B74,0x75d0ef70,46,ldap_unbind_s,wldap32.dll
0x01588B78,0x00000000,,,
0x01588B7C,0x76f356e0,9,htons,ws2_32.dll
0x01588B80,0x76f356e0,9,htons,ws2_32.dll
0x01588B84,0x76f357e0,11,inet_addr,ws2_32.dll
0x01588B88,0x76f35940,12,inet_ntoa,ws2_32.dll
0x01588B8C,0x76f5ff10,52,gethostbyname,ws2_32.dll
0x01588B90,0x76f600a0,57,gethostname,ws2_32.dll
0x01588B94,0x76f36400,116,WSACleanup,ws2_32.dll
0x01588B98,0x76f39cc0,115,WSAStartup,ws2_32.dll
0x01588B9C,0x76f458a0,19,send,ws2_32.dll
0x01588BA0,0x76f45ab0,17,recvfrom,ws2_32.dll
0x01588BA4,0x76f42270,6,getsockname,ws2_32.dll
0x01588BA8,0x76f43200,5,getpeername,ws2_32.dll
0x01588BAC,0x76f432b0,22,shutdown,ws2_32.dll
0x01588BB0,0x76f3f3b0,78,WSAIoctl,ws2_32.dll
0x01588BB4,0x76f3f070,21,setsockopt,ws2_32.dll
0x01588BB8,0x76f36010,68,WSAGetOverlappedResult,ws2_32.dll
0x01588BBC,0x76f42520,10,ioctlsocket,ws2_32.dll
0x01588BC0,0x76f35350,8,htonl,ws2_32.dll
0x01588BC4,0x76f5be30,179,inet_pton,ws2_32.dll
0x01588BC8,0x76f45e50,18,select,ws2_32.dll
0x01588BCC,0x76f45960,7,getsockopt,ws2_32.dll
0x01588BD0,0x76f5ce90,177,getnameinfo,ws2_32.dll
0x01588BD4,0x76f35350,8,htonl,ws2_32.dll
0x01588BD8,0x76f357a0,151,__WSAFDIsSet,ws2_32.dll
0x01588BDC,0x76f3cbc0,120,WSASocketW,ws2_32.dll
0x01588BE0,0x76f3c990,23,socket,ws2_32.dll
0x01588BE4,0x76f3ea60,3,closesocket,ws2_32.dll
0x01588BE8,0x76f469c0,1,accept,ws2_32.dll
0x01588BEC,0x76f45710,4,connect,ws2_32.dll
0x01588BF0,0x76f3ed70,91,WSARecv,ws2_32.dll
0x01588BF4,0x76f47050,93,WSARecvFrom,ws2_32.dll
0x01588BF8,0x76f3dff0,96,WSASend,ws2_32.dll
0x01588BFC,0x76f45d90,13,listen,ws2_32.dll
0x01588C00,0x76f3c860,67,WSAEventSelect,ws2_32.dll
0x01588C04,0x76f65820,99,WSASendTo,ws2_32.dll
0x01588C08,0x76f46160,20,sendto,ws2_32.dll
0x01588C0C,0x76f3d890,2,bind,ws2_32.dll
0x01588C10,0x76f36250,112,WSASetLastError,ws2_32.dll
0x01588C14,0x76f423a0,16,recv,ws2_32.dll
0x01588C18,0x76f37580,27,FreeAddrInfoW,ws2_32.dll
0x01588C1C,0x76f3a810,176,getaddrinfo,ws2_32.dll
0x01588C20,0x76f35d50,111,WSAGetLastError,ws2_32.dll
0x01588C24,0x00000000,,,
0x01588C28,0x5ea3ef35,127,??1WebPreferences@Awesomium@@QAE@XZ,awesomium.dll
0x01588C2C,0x5ea67ba3,56,??0WebConfig@Awesomium@@QAE@XZ,awesomium.dll
0x01588C30,0x5ea3edb3,118,??1WebConfig@Awesomium@@QAE@XZ,awesomium.dll
0x01588C34,0x5ece2d13,294,?height@BitmapSurface@Awesomium@@QBEHXZ,awesomium.dll
0x01588C38,0x5ea69088,168,??4WebString@Awesomium@@QAEAAV01@ABV01@@Z,awesomium.dll
0x01588C3C,0x5ea67cc8,237,?Initialize@WebCore@Awesomium@@SAPAV12@ABUWebConfig@2@@Z,awesomium.dll
0x01588C40,0x5ea690a2,225,?CreateFromUTF8@WebString@Awesomium@@SA?AV12@PBDI@Z,awesomium.dll
0x01588C44,0x5ea68e76,129,??1WebString@Awesomium@@QAE@XZ,awesomium.dll
0x01588C48,0x5ef66f54,320,?width@BitmapSurface@Awesomium@@QBEHXZ,awesomium.dll
0x01588C4C,0x5ef25d54,290,?buffer@BitmapSurface@Awesomium@@QBEPBEXZ,awesomium.dll
0x01588C50,0x5ea8f3d5,131,??1WebURL@Awesomium@@QAE@XZ,awesomium.dll
0x01588C54,0x5ea66033,93,??0WebURL@Awesomium@@QAE@ABVWebString@1@@Z,awesomium.dll
0x01588C58,0x5ea61eb9,77,??0WebPreferences@Awesomium@@QAE@XZ,awesomium.dll
0x01588C5C,0x5ea67d0f,273,?Shutdown@WebCore@Awesomium@@SAXXZ,awesomium.dll
0x01588C60,0x00000000,,,
0x01588C64,0x652fcd30,28,D3DPERF_EndEvent,d3d9.dll
0x01588C68,0x652fccf0,27,D3DPERF_BeginEvent,d3d9.dll
0x01588C6C,0x652a4b20,37,Direct3DCreate9,d3d9.dll
0x01588C70,0x00000000,,,
0x01588C74,0x5bef7ab6,5,D3DX10CompileFromMemory,d3dx10_42.dll
0x01588C78,0x5bf178f9,57,D3DX10LoadTextureFromTexture,d3dx10_42.dll
0x01588C7C,0x5bf19600,66,D3DX10SaveTextureToMemory,d3dx10_42.dll
0x01588C80,0x00000000,,,
0x01588C84,0x5d897d62,159,D3DXGetShaderVersion,d3dx9_42.dll
0x01588C88,0x5d897d79,155,D3DXGetShaderInputSemantics,d3dx9_42.dll
0x01588C8C,0x5d897ac4,152,D3DXGetPixelShaderProfile,d3dx9_42.dll
0x01588C90,0x5d897b86,160,D3DXGetVertexShaderProfile,d3dx9_42.dll
0x01588C94,0x5d87cc2d,184,D3DXLoadSurfaceFromSurface,d3dx9_42.dll
0x01588C98,0x5d87a86d,278,D3DXSaveSurfaceToFileInMemory,d3dx9_42.dll
0x01588C9C,0x5d87eae5,111,D3DXCreateVolumeTextureFromFileInMemory,d3dx9_42.dll
0x01588CA0,0x5d87e8ba,41,D3DXCreateCubeTextureFromFileInMemory,d3dx9_42.dll
0x01588CA4,0x5d87e6a7,97,D3DXCreateTextureFromFileInMemory,d3dx9_42.dll
0x01588CA8,0x5d87a5d3,148,D3DXGetImageInfoFromFileInMemory,d3dx9_42.dll
0x01588CAC,0x5d7ef84f,327,D3DXVec4Transform,d3dx9_42.dll
0x01588CB0,0x5d7efcd5,223,D3DXMatrixTranspose,d3dx9_42.dll
0x01588CB4,0x5d7d9262,35,D3DXCreateBuffer,d3dx9_42.dll
0x01588CB8,0x5d89980c,154,D3DXGetShaderConstantTableEx,d3dx9_42.dll
0x01588CBC,0x5d8995b3,14,D3DXCompileShader,d3dx9_42.dll
0x01588CC0,0x5d898c98,1,D3DXAssembleShader,d3dx9_42.dll
0x01588CC4,0x5d87dfcd,42,D3DXCreateCubeTextureFromFileInMemoryEx,d3dx9_42.dll
0x01588CC8,0x5d87e011,112,D3DXCreateVolumeTextureFromFileInMemoryEx,d3dx9_42.dll
0x01588CCC,0x5d8a0caa,49,D3DXCreateEffect,d3dx9_42.dll
0x01588CD0,0x5d89fcd6,50,D3DXCreateEffectCompiler,d3dx9_42.dll
0x01588CD4,0x5d7f1cec,246,D3DXQuaternionSlerp,d3dx9_42.dll
0x01588CD8,0x5d87e48a,280,D3DXSaveTextureToFileA,d3dx9_42.dll
0x01588CDC,0x5d87a825,277,D3DXSaveSurfaceToFileA,d3dx9_42.dll
0x01588CE0,0x5d7ef08e,309,D3DXVec3CatmullRom,d3dx9_42.dll
0x01588CE4,0x5d7d8cfa,65,D3DXCreateFontA,d3dx9_42.dll
0x01588CE8,0x5d87e4ed,95,D3DXCreateTextureFromFileExA,d3dx9_42.dll
0x01588CEC,0x5d7d8a28,89,D3DXCreateSprite,d3dx9_42.dll
0x01588CF0,0x5d7efa75,199,D3DXMatrixMultiply,d3dx9_42.dll
0x01588CF4,0x5d7d8c17,70,D3DXCreateLine,d3dx9_42.dll
0x01588CF8,0x5d7f04c2,222,D3DXMatrixTranslation,d3dx9_42.dll
0x01588CFC,0x5d7f0435,218,D3DXMatrixScaling,d3dx9_42.dll
0x01588D00,0x5d7f0681,217,D3DXMatrixRotationZ,d3dx9_42.dll
0x01588D04,0x5d7efff2,196,D3DXMatrixInverse,d3dx9_42.dll
0x01588D08,0x00000000,,,
0x01588D0C,0x6bd3b910,2,MiniDumpWriteDump,dbgcore.dll
0x01588D10,0x00000000,,,
0x01588D14,0x5c0cc520,149,?getSystemObject@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAPAVSystem@2@@Z,fmod_event.dll
0x01588D18,0x5c0cc3c0,172,?init@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@HIPAXI@Z,fmod_event.dll
0x01588D1C,0x5c0b7450,262,?start@Event@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmod_event.dll
0x01588D20,0x5c0ac220,382,FMOD_EventSystem_Create,fmod_event.dll
0x01588D24,0x5c0b7580,129,?getPropertyByIndex@Event@FMOD@@QAG?AW4FMOD_RESULT@@HPAX_N@Z,fmod_event.dll
0x01588D28,0x5c0ccba0,199,?set3DListenerAttributes@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@HPBUFMOD_VECTOR@@000@Z,fmod_event.dll
0x01588D2C,0x5c0cc550,80,?getMusicSystem@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAPAVMusicSystem@2@@Z,fmod_event.dll
0x01588D30,0x5c0cc610,176,?load@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PBDPAUFMOD_EVENT_LOADINFO@@PAPAVEventProject@2@@Z,fmod_event.dll
0x01588D34,0x5c0b7930,201,?set3DOcclusion@Event@FMOD@@QAG?AW4FMOD_RESULT@@MM@Z,fmod_event.dll
0x01588D38,0x5c0b78b0,196,?set3DAttributes@Event@FMOD@@QAG?AW4FMOD_RESULT@@PBUFMOD_VECTOR@@00@Z,fmod_event.dll
0x01588D3C,0x5c0b7540,126,?getProperty@Event@FMOD@@QAG?AW4FMOD_RESULT@@PBDPAX_N@Z,fmod_event.dll
0x01588D40,0x5c0b7750,166,?getVolume@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAM@Z,fmod_event.dll
0x01588D44,0x5c0b7720,257,?setVolume@Event@FMOD@@QAG?AW4FMOD_RESULT@@M@Z,fmod_event.dll
0x01588D48,0x5c0b78f0,19,?get3DAttributes@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAUFMOD_VECTOR@@00@Z,fmod_event.dll
0x01588D4C,0x5c0b7a00,242,?setUserData@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAX@Z,fmod_event.dll
0x01588D50,0x5c0b7a30,150,?getUserData@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAPAX@Z,fmod_event.dll
0x01588D54,0x5c0cca20,101,?getNumReverbPresets@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAH@Z,fmod_event.dll
0x01588D58,0x5c0cc9e0,139,?getReverbPresetByIndex@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@HPAUFMOD_REVERB_PROPERTIES@@PAPAD@Z,fmod_event.dll
0x01588D5C,0x5c0cca50,8,?createReverb@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAPAVEventReverb@2@@Z,fmod_event.dll
0x01588D60,0x5c0cca80,235,?setReverbAmbientProperties@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAUFMOD_REVERB_PROPERTIES@@@Z,fmod_event.dll
0x01588D64,0x5c0ccab0,137,?getReverbAmbientProperties@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PAUFMOD_REVERB_PROPERTIES@@@Z,fmod_event.dll
0x01588D68,0x5c0cc400,191,?release@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmod_event.dll
0x01588D6C,0x5c0cc710,30,?getCategory@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PBDPAPAVEventCategory@2@@Z,fmod_event.dll
0x01588D70,0x5c0b73b0,54,?getInfo@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAHPAPADPAUFMOD_EVENT_INFO@@@Z,fmod_event.dll
0x01588D74,0x5c0cc580,212,?setLanguage@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@PBD@Z,fmod_event.dll
0x01588D78,0x5c0b76e0,204,?setCallback@Event@FMOD@@QAG?AW4FMOD_RESULT@@P6G?AW43@PAUFMOD_EVENT@@W4FMOD_EVENT_CALLBACKTYPE@@PAX22@Z2@Z,fmod_event.dll
0x01588D7C,0x5c0b7480,264,?stop@Event@FMOD@@QAG?AW4FMOD_RESULT@@_N@Z,fmod_event.dll
0x01588D80,0x5c0b74b0,102,?getParameter@Event@FMOD@@QAG?AW4FMOD_RESULT@@PBDPAPAVEventParameter@2@@Z,fmod_event.dll
0x01588D84,0x5c0c5f60,253,?setValue@EventParameter@FMOD@@QAG?AW4FMOD_RESULT@@M@Z,fmod_event.dll
0x01588D88,0x5c0b7a60,146,?getState@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAI@Z,fmod_event.dll
0x01588D8C,0x5c0b7ac0,33,?getChannelGroup@Event@FMOD@@QAG?AW4FMOD_RESULT@@PAPAVChannelGroup@2@@Z,fmod_event.dll
0x01588D90,0x5c0cc430,270,?update@EventSystem@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmod_event.dll
0x01588D94,0x00000000,,,
0x01588D98,0x5bfd1a1e,6,?NetEventSystem_Update@FMOD@@YG?AW4FMOD_RESULT@@XZ,fmod_event_net.dll
0x01588D9C,0x5bfd478c,5,?NetEventSystem_Shutdown@FMOD@@YG?AW4FMOD_RESULT@@XZ,fmod_event_net.dll
0x01588DA0,0x5bfd1a5f,4,?NetEventSystem_Init@FMOD@@YG?AW4FMOD_RESULT@@PAVEventSystem@1@G@Z,fmod_event_net.dll
0x01588DA4,0x00000000,,,
0x01588DA8,0x5c182c70,7,?addDSP@ChannelGroup@FMOD@@QAG?AW4FMOD_RESULT@@PAVDSP@2@PAPAVDSPConnection@2@@Z,fmodex.dll
0x01588DAC,0x5c183010,266,?setActive@DSP@FMOD@@QAG?AW4FMOD_RESULT@@_N@Z,fmodex.dll
0x01588DB0,0x5c1831b0,305,?setParameter@DSP@FMOD@@QAG?AW4FMOD_RESULT@@HM@Z,fmodex.dll
0x01588DB4,0x5c184cb0,240,?release@System@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmodex.dll
0x01588DB8,0x5c1849a0,96,?getMaxAudible@SoundGroup@FMOD@@QAG?AW4FMOD_RESULT@@PAH@Z,fmodex.dll
0x01588DBC,0x5c182cd0,57,?getChannel@ChannelGroup@FMOD@@QAG?AW4FMOD_RESULT@@HPAPAVChannel@2@@Z,fmodex.dll
0x01588DC0,0x5c181900,304,?setPan@Channel@FMOD@@QAG?AW4FMOD_RESULT@@M@Z,fmodex.dll
0x01588DC4,0x5c185c10,8,?addDSP@System@FMOD@@QAG?AW4FMOD_RESULT@@PAVDSP@2@PAPAVDSPConnection@2@@Z,fmodex.dll
0x01588DC8,0x5c185400,353,?update@System@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmodex.dll
0x01588DCC,0x5c182ca0,119,?getName@ChannelGroup@FMOD@@QAG?AW4FMOD_RESULT@@PADH@Z,fmodex.dll
0x01588DD0,0x5c185950,19,?createDSPByType@System@FMOD@@QAG?AW4FMOD_RESULT@@W4FMOD_DSP_TYPE@@PAPAVDSP@2@@Z,fmodex.dll
0x01588DD4,0x5c185690,206,?getVersion@System@FMOD@@QAG?AW4FMOD_RESULT@@PAI@Z,fmodex.dll
0x01588DD8,0x5c184d40,126,?getNumDrivers@System@FMOD@@QAG?AW4FMOD_RESULT@@PAH@Z,fmodex.dll
0x01588DDC,0x5c184ce0,302,?setOutput@System@FMOD@@QAG?AW4FMOD_RESULT@@W4FMOD_OUTPUTTYPE@@@Z,fmodex.dll
0x01588DE0,0x5c184df0,71,?getDriverCaps@System@FMOD@@QAG?AW4FMOD_RESULT@@HPAIPAHPAW4FMOD_SPEAKERMODE@@@Z,fmodex.dll
0x01588DE4,0x5c1850e0,327,?setSpeakerMode@System@FMOD@@QAG?AW4FMOD_RESULT@@W4FMOD_SPEAKERMODE@@@Z,fmodex.dll
0x01588DE8,0x5c185720,81,?getHardwareChannels@System@FMOD@@QAG?AW4FMOD_RESULT@@PAH@Z,fmodex.dll
0x01588DEC,0x5c184ef0,170,?getSoftwareChannels@System@FMOD@@QAG?AW4FMOD_RESULT@@PAH@Z,fmodex.dll
0x01588DF0,0x5c184fa0,274,?setDSPBufferSize@System@FMOD@@QAG?AW4FMOD_RESULT@@IH@Z,fmodex.dll
0x01588DF4,0x5c184d70,72,?getDriverInfo@System@FMOD@@QAG?AW4FMOD_RESULT@@HPADHPAUFMOD_GUID@@@Z,fmodex.dll
0x01588DF8,0x5c184f20,322,?setSoftwareFormat@System@FMOD@@QAG?AW4FMOD_RESULT@@HW4FMOD_SOUND_FORMAT@@HHW4FMOD_DSP_RESAMPLER@@@Z,fmodex.dll
0x01588DFC,0x5c184ec0,321,?setSoftwareChannels@System@FMOD@@QAG?AW4FMOD_RESULT@@H@Z,fmodex.dll
0x01588E00,0x5c182e10,235,?release@DSP@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmodex.dll
0x01588E04,0x5c182f00,241,?remove@DSP@FMOD@@QAG?AW4FMOD_RESULT@@XZ,fmodex.dll
0x01588E08,0x5c182440,216,?isVirtual@Channel@FMOD@@QAG?AW4FMOD_RESULT@@PA_N@Z,fmodex.dll
0x01588E0C,0x5c183080,270,?setBypass@DSP@FMOD@@QAG?AW4FMOD_RESULT@@_N@Z,fmodex.dll
0x01588E10,0x5c185080,269,?setAdvancedSettings@System@FMOD@@QAG?AW4FMOD_RESULT@@PAUFMOD_ADVANCEDSETTINGS@@@Z,fmodex.dll
0x01588E14,0x5c181f20,256,?set3DMinMaxDistance@Channel@FMOD@@QAG?AW4FMOD_RESULT@@MM@Z,fmodex.dll
0x01588E18,0x00000000,,,
0x01588E1C,0x5bf91f20,6,nxapi_init,nexon_api.dll
0x01588E20,0x5bf91ff0,12,nxapi_shutdown,nexon_api.dll
0x01588E24,0x5bf92050,1,nxapi_get_api,nexon_api.dll
0x01588E28,0x00000000,,,
0x01588E2C,0x76d22bd0,312,CoTaskMemFree,combase.dll
0x01588E30,0x76d32c40,308,CoSetProxyBlanket,combase.dll
0x01588E34,0x76d3d5a0,269,CoInitializeEx,combase.dll
0x01588E38,0x76d3d5f0,315,CoUninitialize,combase.dll
0x01588E3C,0x76d6ad00,225,CoCreateInstance,combase.dll
0x01588E40,0x75a59cb0,920,CoInitialize,ole32.dll
0x01588E44,0x00000000,,,
0x01588E48,0x5f472de0,1,SteamAPI_Init,steam_api.dll
0x01588E4C,0x5f4731a0,4,SteamFriends,steam_api.dll
0x01588E50,0x5f473110,3,SteamApps,steam_api.dll
0x01588E54,0x5f4730d0,2,SteamAPI_Shutdown,steam_api.dll
0x01588E58,0x5f473210,5,SteamUser,steam_api.dll
0x01588E5C,0x00000000,,,
0x01588E60,0x5f4cdbd0,105,?insertModel@Scene@Umbra@@QAEPBVSceneModel@2@PBMPBGHHHM@Z,umbraoptimizer32.dll
0x01588E64,0x5f4cb730,81,?getOptimizerInfoValue@Umbra@@YAHW4InfoValue@1@@Z,umbraoptimizer32.dll
0x01588E68,0x5f4ccbb0,107,?insertObject@Scene@Umbra@@QAEPBVSceneObject@2@PBVSceneModel@2@ABVMatrix4x4@2@IIW4MatrixFormat@2@W4TriangleWinding@2@PBVVector2@2@PBVVector3@2@5@Z,umbraoptimizer32.dll
